country,date,value
PHL,2015,199.22
PHL,2016,212.04
PHL,2017,228.35
PHL,2018,234.82
UZB,1990,197.93
UZB,1991,200.66
UZB,1992,190.34
UZB,1993,222.25
UZB,1994,199.69
UZB,1995,190.94
UZB,1996,193.36
UZB,1997,187.84
UZB,1998,198.82
UZB,1999,205.67
UZB,2000,225.43
UZB,2001,218.92
UZB,2002,222.74
UZB,2003,217.72
UZB,2004,220.2
UZB,2005,217.26
UZB,2006,240.12
UZB,2007,238.1
UZB,2008,247.58
UZB,2009,221.36
UZB,2010,226.78
UZB,2011,239.23
UZB,2012,227.25
UZB,2013,229.83
UZB,2014,222.96
UZB,2015,219.73
UZB,2016,227.54
UZB,2017,231.55
UZB,2018,232.14
MMR,1990,207.89
MMR,1991,207.34
MMR,1992,209.89
MMR,1993,212.57
MMR,1994,215.09
MMR,1995,218.2
MMR,1996,215.9
MMR,1997,213.58
MMR,1998,219.89
MMR,1999,225.41
MMR,2000,222.18
MMR,2001,201.58
MMR,2002,200.33
MMR,2003,212.14
MMR,2004,225.17
MMR,2005,216.56
MMR,2006,221.14
MMR,2007,230.26
MMR,2008,217.36
MMR,2009,227.49
MMR,2010,232.44
MMR,2011,202.7
MMR,2012,211.26
MMR,2013,213.95
MMR,2014,221.49
MMR,2015,227.79
MMR,2016,221.28
MMR,2017,229.98
MMR,2018,231.62
BGD,1990,115.06
BGD,1991,115.24
BGD,1992,117.14
BGD,1993,118.35
BGD,1994,120.8
BGD,1995,125.86
BGD,1996,126.39
BGD,1997,128.66
BGD,1998,128.46
BGD,1999,132.37
BGD,2000,134.54
BGD,2001,139.71
BGD,2002,143.03
BGD,2003,144.67
BGD,2004,146.24
BGD,2005,150.91
BGD,2006,156.42
BGD,2007,159.06
BGD,2008,167.36
BGD,2009,171.06
BGD,2010,178.5
BGD,2011,183.76
BGD,2012,187.33
BGD,2013,190.85
BGD,2014,195.62
BGD,2015,204.52
BGD,2016,205.26
BGD,2017,214.18
BGD,2018,220.75
DZA,1990,95.67
DZA,1991,94.54
DZA,1992,94.16
DZA,1993,101.7
DZA,1994,99.45
DZA,1995,103.66
DZA,1996,104.99
DZA,1997,109.08
DZA,1998,114.42
DZA,1999,120.4
DZA,2000,127.36
DZA,2001,122.31
DZA,2002,129.57
DZA,2003,135.37
DZA,2004,139.19
DZA,2005,144.67
DZA,2006,150.18
DZA,2007,157.43
DZA,2008,160.67
DZA,2009,170.49
DZA,2010,171.63
DZA,2011,179.41
DZA,2012,189.38
DZA,2013,193.39
DZA,2014,203.53
DZA,2015,211.46
DZA,2016,210.03
DZA,2017,212.33
DZA,2018,219.11
IRQ,1990,78.65
IRQ,1991,58.3
IRQ,1992,80.01
IRQ,1993,103.01
IRQ,1994,114.03
IRQ,1995,110
IRQ,1996,111.75
IRQ,1997,130.3
IRQ,1998,96.75
IRQ,1999,80.16
IRQ,2000,90.52
IRQ,2001,102.09
IRQ,2002,97.81
IRQ,2003,86.92
IRQ,2004,90.93
IRQ,2005,105.09
IRQ,2006,101.32
IRQ,2007,95.48
IRQ,2008,104.97
IRQ,2009,128.25
IRQ,2010,141.36
IRQ,2011,153.68
IRQ,2012,175.68
IRQ,2013,186.98
IRQ,2014,193.77
IRQ,2015,185.86
IRQ,2016,197.79
IRQ,2017,201.29
IRQ,2018,216.19
